"competitie_naam","seizoen","genre","poule_naam","divisie","datum","tijd","sporthal","plaats_sporthal","thuisteam","thuisclub","plaats_thuisclub","uitteam","uitclub","plaats_uitclub","scheids1_hashed","scheids2_hashed","thuisscore","uitscore"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-11-29","12:30:00","Breda - BRESS","Breda","UC Face Off 2","U.C. Face Off","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","f300748a34158ec7bb172cb9d1346d5b","5fde3c3b8566edc6f7879f3336ba0b01","0","2"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-11-29","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","FB Agents","Floorball Agents","Amsterdam","UC Face Off 1","U.C. Face Off","Groningen","161f0ff3025a859aeb6647dfa8da709c","30dccd859189a592b018c6672730711e","7","5"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-11-29","14:15:00","Roemer Visscher College","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","HSK","HSK Floorball","Den Haag","c9725eee9c6751199b016a0f464ee4b3","991a91c1cc9b7e077df8838c0fb53114","5","4"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-06","14:15:00","Triangel","Lent (Nijmegen)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","FB Agents","Floorball Agents","Amsterdam","1181f9ff581f47ebcd66a48a113c364c","dc0a68fd3435aa4160c74cc7037a8c1f","1","6"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-06","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","1565a3d0c750ad737e86c8cdae4927e1","d301912f2ad257ecce775a4d2ba31233","1","1"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-12-06","12:30:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","161f0ff3025a859aeb6647dfa8da709c","dfecc1f8285e41ddb6b9e6e399937ed3","5","2"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-06","14:15:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","HSK","HSK Floorball","Den Haag","56d01f82d5e18271d4509ce89a1f2339","fda73539838297fc9008f8507d4a62cf","7","3"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-12-06","17:00:00","Universitair Sportcentrum","Delft","MU Falcons","D.S.F.V. Blue Falcons","Delft","UC Face Off 3","U.C. Face Off","Groningen","b89cb57851209bf633f9fe68b34068ea","991a91c1cc9b7e077df8838c0fb53114","5","1"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-13","14:00:00","Triangel","Lent (Nijmegen)","UFC Utrecht 1","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","b4ae17d4c50a84cabab80a6f19112e2d","dca6e54944a7496fda1e21542d61cfcc","3","3"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-13","15:15:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 1","U.C. Face Off","Groningen","3ac3319d3042e6704211a5cbda7c3d83","5745302f93fd65efc5959178a5a55f0e","2","7"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-12-13","17:20:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","f235a5d4321004f1600d58a56892188b","5d30a3eca945d8eb914813f87b2a9689","2","3"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-12-13","19:05:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UC Face Off 3","U.C. Face Off","Groningen","037994becc68e148bd71399986ad2afe","4508b704ad17d1be524df2a48b3a3afc","7","0"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-13","17:00:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","Sonics","Sonics","Amersfoort","ee366d293b33bcd0a5f4896c0fb9ef24","4bf978318c5966f19004d83ad5edf225","3","4"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-20","14:15:00","Triangel","Lent (Nijmegen)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","HSK","HSK Floorball","Den Haag","e2940b21f4ffa4a476b4ab161486a927","c42386b84ff1ede5be28aa82d9b5d7dc","1","5"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-12-20","10:45:00","Paperclip","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","MU Falcons","D.S.F.V. Blue Falcons","Delft","d8c2dd1b714a575abbda11f756c77eb9","d33ba14dbc58b3924b0db7f1e718ff24","2","3"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-20","12:30:00","Paperclip","Utrecht","FB Agents","Floorball Agents","Amsterdam","Sonics","Sonics","Amersfoort","45c8ca323407bfec8ae496bdc92d1bcb","8f09001aba996612859bfeb1f8c4dc32","1","7"
"Dames Floorball Competitie","2014","competitie","Eredivisie","0","2014-12-20","14:45:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","4508b704ad17d1be524df2a48b3a3afc","fda73539838297fc9008f8507d4a62cf","11","2"
"Dames Floorball Competitie","2014","competitie","1e Divisie","1","2014-12-20","16:50:00","Lewenborg","Groningen","UC Face Off 3","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","beb489d31ce3439639ccf5b8f5367f8e","e8b586dae2dc4c685925de6bb697da45","1","7"
"Dames Floorball Competitie","2014","competitie","Poule 2","3","2015-02-14","10:45:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","MU Falcons","D.S.F.V. Blue Falcons","Delft","90328b6f3fc7168bf1dc6b545584473a","7c4122f3b109c598a2e8df772c4c5085","6","1"
"Dames Floorball Competitie","2014","competitie","Poule 1","2","2015-02-14","12:50:00","Roemer Visscher College","Den Haag","FB Agents","Floorball Agents","Amsterdam","Sonics","Sonics","Amersfoort","1f4c8e76d4595df3dbf8795ab48d109b","8a388ef2fadae3e726e956df8eeef2ce","1","7"
"Dames Floorball Competitie","2014","competitie","Poule 3","4","2015-02-14","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off 3","U.C. Face Off","Groningen","8bb5beca64ff936c6bd42eddfb89528b","bbd2cd865fc68f71bcab94fe52c87117","8","1"
"Dames Floorball Competitie","2014","competitie","Poule 1","2","2015-02-14","12:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","c9725eee9c6751199b016a0f464ee4b3","492b1e577d5fd5add892c854adf60569","2","1"
"Dames Floorball Competitie","2014","competitie","Poule 2","3","2015-02-14","14:15:00","Triangel","Lent (Nijmegen)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 2","U.C. Face Off","Groningen","7edfb8ff613fbcf8b6f42084fc836313","7401a4af787e6a1b40ce51c9bf0365db","4","2"
"Dames Floorball Competitie","2014","competitie","Poule 2","3","2015-02-28","17:30:00","Breda - BRESS","Breda","MU Falcons","D.S.F.V. Blue Falcons","Delft","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","b89cb57851209bf633f9fe68b34068ea","991a91c1cc9b7e077df8838c0fb53114","0","4"
"Dames Floorball Competitie","2014","competitie","Poule 1","2","2015-02-28","10:45:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","c42386b84ff1ede5be28aa82d9b5d7dc","7adfe943c89dced88eb9264427ee9685","5","2"
"Dames Floorball Competitie","2014","competitie","Poule 2","3","2015-02-28","16:20:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","HSK","HSK Floorball","Den Haag","161f0ff3025a859aeb6647dfa8da709c","dfecc1f8285e41ddb6b9e6e399937ed3","1","12"
"Dames Floorball Competitie","2014","competitie","Poule 3","4","2015-02-28","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","d8c2dd1b714a575abbda11f756c77eb9","7912c06dd382375ebc41e22eba18e171","0","7"
"Dames Floorball Competitie","2014","competitie","Poule 1","2","2015-02-28","12:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","6726dc565f3cebd78423a258d2d5a2cd","46548e170c3eec158f2dce5859a5bbb4","1","5"
"Dames Floorball Competitie","2014","competitie","Poule 3","4","2015-03-07","10:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 3","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","2e79b8b4b59e62d94df874e2f842f1e2","92d81364a79b5347aa2986afe56e09b5","2","10"
"Dames Floorball Competitie","2014","competitie","Poule 2","3","2015-03-07","12:30:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 2","U.C. Face Off","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","f168b49418df8cdc224f3921a00f886d","31d4fc1c06eb9ee0b0378b57c236cef7","2","3"
"Dames Floorball Competitie","2014","competitie","Poule 1","2","2015-03-07","14:35:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 1","U.C. Face Off","Groningen","Sonics","Sonics","Amersfoort","fd5fd6cf96fa034428b843e4bf736755","b291264977b2e52ea0c515cef77d67e7","5","1"
"Dames Floorball Competitie","2014","competitie","Poule 1","2","2015-03-07","14:15:00","Triangel","Lent (Nijmegen)","FB Agents","Floorball Agents","Amsterdam","UFC Utrecht 1","UFC Utrecht","Utrecht","ba230ce4963134590e4bd05185e36281","ba230ce4963134590e4bd05185e36281","5","7"
"Dames Floorball Competitie","2014","competitie","Poule 2","3","2015-03-07","16:30:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","958d3ba8e72d34f0ee24eb2cbab14acd","93824db5959a8f6a5851e148246a0f4e","8","0"
"Dames Floorball Competitie","2014","competitie","Poule 2 - Play Off's","3","2015-03-14","10:45:00","Universitair Sportcentrum","Delft","HSK","HSK Floorball","Den Haag","UC Face Off 2","U.C. Face Off","Groningen","7edfb8ff613fbcf8b6f42084fc836313","77e0cbd49bea59238990879a0541df8f","11","0"
"Dames Floorball Competitie","2014","competitie","Poule 3","4","2015-03-14","10:45:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","bc802ff6321cbbd91f6a779c128e384b","beb489d31ce3439639ccf5b8f5367f8e","6","3"
"Dames Floorball Competitie","2014","competitie","Poule 1 - Play Off's","3","2015-03-14","12:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","041b0d41cac9e4bae468c10a0d0c3e18","47c3c7b6da360624732b7b8fd5ba2e33","9","2"
"Dames Floorball Competitie","2014","competitie","Poule 2 - Play Off's","3","2015-03-14","10:45:00","Triangel","Lent (Nijmegen)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","MU Falcons","D.S.F.V. Blue Falcons","Delft","afcf89571b9759b1cb6193111f08763e","498581dd0c428df4128bc880c691152a","4","3"
"Dames Floorball Competitie","2014","competitie","Poule 1 - Play Off's","3","2015-03-14","15:15:00","Lunetten Sporthal","Utrecht","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","292cb27c5102c8f13410b3ead400d59a","581d3c9fefbf642cbb169505d0e7dc60","6","4"
"Dames Floorball Competitie","2014","competitie","Poule 1 - Play Off's","3","2015-03-28","10:45:00","Bokkeduinen","Amersfoort","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","7652402bc75dd6aae83926565d619198","f8cd5ba4b8d3c0dade7c079fd87a3c3b","5","6"
"Dames Floorball Competitie","2014","competitie","Poule 3","4","2015-03-28","10:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 3","U.C. Face Off","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","52c46476e8eb3f8ad03df1ebb9bb8727","36b96ae689a92b27272a84b6f405c769","1","11"
"Dames Floorball Competitie","2014","competitie","Poule 2 - Play Off's","3","2015-03-28","12:30:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","HSK","HSK Floorball","Den Haag","UC Face Off 2","U.C. Face Off","Groningen","f168b49418df8cdc224f3921a00f886d","340f1752ce1bf05e086c876875ec70d3","10","1"
"Dames Floorball Competitie","2014","competitie","Poule 2 - Play Off's","3","2015-03-28","14:15:00","Triangel","Lent (Nijmegen)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","MU Falcons","D.S.F.V. Blue Falcons","Delft","aa6dc23d16971c5b4113dfb47511b8d0","45f284466ef1e2542ee0aaf35a6e83b5","3","1"
"Dames Floorball Competitie","2014","competitie","Poule 1 - Play Off's","3","2015-03-28","14:45:00","Lunetten Sporthal","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","06bd1f981bcec6deb2475c2ee558ba5b","041b0d41cac9e4bae468c10a0d0c3e18","2","0"
"Dames Floorball Competitie","2014","competitie","Poule 1 - Play Off's","3","2015-04-11","13:00:00","Bokkeduinen","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","292cb27c5102c8f13410b3ead400d59a","782356bc86084494e137781fc42fc97a","6","5"
"Dames Floorball Competitie","2014","competitie","Poule 3","4","2015-04-11","16:30:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 3","U.C. Face Off","Groningen","dc0a68fd3435aa4160c74cc7037a8c1f","7d36a23fc64fac5394bbd1da73ecd2d9","6","2"
"Dames Floorball Competitie","2014","competitie","Poule 1 - Play Off's","3","2015-04-18","13:00:00","Triangel","Lent (Nijmegen)","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","c42386b84ff1ede5be28aa82d9b5d7dc","7adfe943c89dced88eb9264427ee9685","4","3"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 1","1","2014-09-27","17:00:00","Universitair Sportcentrum","Delft","UFC Utrecht 2","UFC Utrecht","Utrecht","HSK","HSK Floorball","Den Haag","4df967cb47517e3e8d46b5b4ecddbe4d","afcf89571b9759b1cb6193111f08763e","2","9"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 1","1","2014-09-27","10:15:00","Bokkeduinen","Amersfoort","Sonics","Sonics","Amersfoort","FB Agents","Floorball Agents","Amsterdam","5820c4a1d4b37a97ea6f7e8b38baaa30","06bd1f981bcec6deb2475c2ee558ba5b","1","10"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 1","1","2014-09-27","12:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","c42386b84ff1ede5be28aa82d9b5d7dc","e2940b21f4ffa4a476b4ab161486a927","3","2"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 1","1","2014-09-27","16:00:00","Lewenborg","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 3","U.C. Face Off","Groningen","f168b49418df8cdc224f3921a00f886d","5d30a3eca945d8eb914813f87b2a9689","7","1"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 2 (tussenronde)","1","2014-11-15","10:45:00","Lewenborg","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UC Face Off 1","U.C. Face Off","Groningen","fda73539838297fc9008f8507d4a62cf","4508b704ad17d1be524df2a48b3a3afc","0","14"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 3 (halve finale)","1","2015-01-24","15:15:00","Lewenborg","Groningen","HSK","HSK Floorball","Den Haag","UC Face Off 1","U.C. Face Off","Groningen","041b0d41cac9e4bae468c10a0d0c3e18","ff6c0a290b7ebae41b211630d273b935","3","8"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 3 (halve finale)","1","2015-01-24","15:15:00","Roemer Visscher College","Den Haag","FB Agents","Floorball Agents","Amsterdam","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","9450f1cc77262625867ff0b3a84e92cb","6e125fec181ed03e1532d994a2783b85","1","2"
"Dames LOTTO Cup","2014","beker","Dames NeFUB Cup - Ronde 5 (finale)","1","2015-03-21","12:15:00","Paperclip","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UC Face Off 1","U.C. Face Off","Groningen","d2a14989ad52baf47a7498ee33e4ab09","bc802ff6321cbbd91f6a779c128e384b","2","6"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-09-26","10:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 2","U.C. Face Off","Groningen","UC Face Off 3","U.C. Face Off","Groningen","8ff2e8d4a344db2ef592c29f85d31fd8","9c840d96f83bca65bb2c88ebe4bde061","2","5"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-09-26","10:45:00","Triangel","Lent (Nijmegen)","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 2","UFC Utrecht","Utrecht","dc0a68fd3435aa4160c74cc7037a8c1f","d09092c686992605ccc2f6ad3fa74cad","1","9"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-09-26","16:00:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","UC Face Off 1","U.C. Face Off","Groningen","42c9c94088453cbf4213c05b60f2dcdd","6cf7e7ce3c51b18b1086ee914a598fa4","0","3"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-09-26","12:00:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","MU Falcons","D.S.F.V. Blue Falcons","Delft","8a388ef2fadae3e726e956df8eeef2ce","cdf559d793af7bead077d62f22d9f6b3","12","0"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-09-26","14:45:00","Lunetten Sporthal","Utrecht","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","ba230ce4963134590e4bd05185e36281","be17171577738e0dfb43c18143024f42","3","5"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-10","16:00:00","Sportcentrum Universiteit Twente","Enschede","MU Falcons","D.S.F.V. Blue Falcons","Delft","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","dc0a68fd3435aa4160c74cc7037a8c1f","203a6531f2ea38f37bef001d49d5228a","3","8"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-10","17:00:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","Sonics","Sonics","Amersfoort","f8cd5ba4b8d3c0dade7c079fd87a3c3b","2e7e95078b58f771296abee439dca4cf","10","2"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-10","14:15:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","7652402bc75dd6aae83926565d619198","be17171577738e0dfb43c18143024f42","3","3"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-10","16:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off 2","U.C. Face Off","Groningen","8ea65b3aeeb56876a1bd5d0b1663599e","690ee7ed1e404e86740632bb82b57801","7","3"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-10","16:20:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 3","U.C. Face Off","Groningen","bd488cabeb12f238a84c2a8cdc2ba878","57b5eabf3eaea9fb72560bce0980b36c","9","1"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-17","12:30:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 1","U.C. Face Off","Groningen","MU Falcons","D.S.F.V. Blue Falcons","Delft","30dccd859189a592b018c6672730711e","161f0ff3025a859aeb6647dfa8da709c","8","2"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-17","12:30:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","06bd1f981bcec6deb2475c2ee558ba5b","5820c4a1d4b37a97ea6f7e8b38baaa30","4","2"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-17","12:30:00","Breda - Haagse Beemden","Breda","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","Sonics","Sonics","Amersfoort","6726dc565f3cebd78423a258d2d5a2cd","6a646ddfdcae0e363688e155db05fa66","1","5"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-17","10:45:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UC Face Off 2","U.C. Face Off","Groningen","31d4fc1c06eb9ee0b0378b57c236cef7","9fabd007c8c1c4a73fbbafb3ee6ecfc7","13","1"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-17","12:30:00","Lewenborg","Groningen","UC Face Off 3","U.C. Face Off","Groningen","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","7e6b89c53cd0d282c3fd9cc71cf0623f","14c86697772c3d13a74e098ed601a4bf","2","5"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-24","16:00:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","161f0ff3025a859aeb6647dfa8da709c","5379eb8fe684268cd4677c9213581b16","6","0"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-24","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off 3","U.C. Face Off","Groningen","b122057a3469d35d27c29a861f14c279","ff743efb856e8dbeb30da69083cdb7b4","1","2"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-24","16:30:00","Roemer Visscher College","Den Haag","HSK","HSK Floorball","Den Haag","UC Face Off 1","U.C. Face Off","Groningen","dca6e54944a7496fda1e21542d61cfcc","b4ae17d4c50a84cabab80a6f19112e2d","2","1"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-24","14:15:00","Sportcentrum Universiteit Twente","Enschede","UFC Utrecht 1","UFC Utrecht","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","43845e8c3360a9f7edbdb921e5b63fc0","ff6c0a290b7ebae41b211630d273b935","0","1"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-24","16:20:00","Sportcentrum Universiteit Twente","Enschede","MU Falcons","D.S.F.V. Blue Falcons","Delft","Sonics","Sonics","Amersfoort","07ce5bc6d8516f4c117e1c20e7aa3e06","039a24915718ea19f82e8d5f702ce0a3","2","11"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-31","10:45:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","04cc1df06b426e898be4ae1ca7eab10e","d8c2dd1b714a575abbda11f756c77eb9","6","5"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-31","12:30:00","Lewenborg","Groningen","UC Face Off 1","U.C. Face Off","Groningen","Sonics","Sonics","Amersfoort","528995b5f67992283df62d9f0b656bf9","037994becc68e148bd71399986ad2afe","0","1"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-31","10:45:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK","HSK Floorball","Den Haag","4f872822235cd482aa202edcd5c94ab2","b6329eee7490b370812da813393a8f38","3","4"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-10-31","12:50:00","Triangel","Lent (Nijmegen)","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UC Face Off 2","U.C. Face Off","Groningen","cfb72c26bec96b662cbd78f435d88ee3","0e0c14bb171fb876454e56f35a4308f0","7","0"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-10-31","17:00:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","MU Falcons","D.S.F.V. Blue Falcons","Delft","43c7dcb5332cdda5dfbdb4d8ddcb555b","0d34d370cc4421dd1f137d38da9543d3","16","0"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-11-14","12:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UC Face Off 1","U.C. Face Off","Groningen","aa6dc23d16971c5b4113dfb47511b8d0","06bd1f981bcec6deb2475c2ee558ba5b","1","2"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-11-14","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","e590e1c4e2fc42cd0ea165f71a94e07e","65fac63b2b8f66675673674a1128a53a","4","3"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-11-14","16:20:00","Sportcentrum Universiteit Twente","Enschede","Sonics","Sonics","Amersfoort","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","91ef982b8ec2c72272c9e32045feb336","5fde3c3b8566edc6f7879f3336ba0b01","4","1"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2015-11-14","14:15:00","Sportcentrum Universiteit Twente","Enschede","MU Falcons","D.S.F.V. Blue Falcons","Delft","HSK","HSK Floorball","Den Haag","4bb0082a08b0811780b768dee420bd5e","d33ba14dbc58b3924b0db7f1e718ff24","1","6"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2015-11-14","10:45:00","Lewenborg","Groningen","UC Face Off 3","U.C. Face Off","Groningen","UC Face Off 2","U.C. Face Off","Groningen","161f0ff3025a859aeb6647dfa8da709c","dfecc1f8285e41ddb6b9e6e399937ed3","3","2"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2016-02-13","10:45:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 1","UFC Utrecht","Utrecht","b6329eee7490b370812da813393a8f38","1e9bb0293658c46143c8a0e9f2467fd3","3","3"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2016-02-13","16:00:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off 1","U.C. Face Off","Groningen","HSK","HSK Floorball","Den Haag","161f0ff3025a859aeb6647dfa8da709c","dfecc1f8285e41ddb6b9e6e399937ed3","3","4"
"Dames Floorball Competitie","2015","competitie","1e divisie","2","2016-02-20","10:00:00","Lewenborg","Groningen","UC Face Off 3","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","8ff2e8d4a344db2ef592c29f85d31fd8","e2940b21f4ffa4a476b4ab161486a927","1","4"
"Dames Floorball Competitie","2015","competitie","Eredivisie","1","2016-01-30","14:15:00","Universitair Sportcentrum","Delft","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","MU Falcons","D.S.F.V. Blue Falcons","Delft","c8814c0df7ed6250568e36ad51010cde","92e001e05f70d90bf0d08f6f151a79e1","4","0"
